SESSION_ID,session_length,unique_categories,avg_price,total_price,high_price_ratio,first_category,last_category,num_colours,num_models,conversion,revenue,conversion_sale_rule,cluster,is_weekend,session_value_per_click,category_diversity,colour_diversity,model_diversity,cluster_new
2062,3,2,52.333333333333336,157,1.0,Skirts,Blouses,2,3,0,157,0,0,False,52.333333333333336,0.6666666666666666,0.6666666666666666,1.0,1
2063,5,1,49.4,247,0.6,Skirts,Skirts,3,5,0,247,0,0,False,49.4,0.2,0.6,1.0,1
2065,3,1,52.333333333333336,157,0.6666666666666666,Skirts,Skirts,3,3,0,157,0,0,False,52.333333333333336,0.3333333333333333,1.0,1.0,1
2066,8,2,61.0,488,0.75,Trousers,Trousers,4,6,0,488,0,0,False,61.0,0.25,0.5,0.75,0
2067,6,2,50.833333333333336,305,0.5,Skirts,Trousers,3,6,0,305,0,0,False,50.833333333333336,0.3333333333333333,0.5,1.0,0
2068,7,2,36.42857142857143,255,0.14285714285714285,Trousers,Trousers,3,6,0,255,0,0,False,36.42857142857143,0.2857142857142857,0.42857142857142855,0.8571428571428571,0
2070,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2071,2,2,38.0,76,0.5,Sale,Blouses,2,2,1,76,1,0,False,38.0,1.0,1.0,1.0,1
2072,4,2,34.25,137,0.5,Blouses,Blouses,4,4,1,137,1,0,False,34.25,0.5,1.0,1.0,1
2073,12,4,43.25,519,0.3333333333333333,Sale,Trousers,4,11,1,519,1,1,False,43.25,0.3333333333333333,0.3333333333333333,0.9166666666666666,0
2074,1,1,23.0,23,0.0,Blouses,Blouses,1,1,0,23,0,0,False,23.0,1.0,1.0,1.0,1
2075,2,1,41.5,83,0.5,Trousers,Trousers,2,2,0,83,0,0,False,41.5,0.5,1.0,1.0,1
2076,1,1,43.0,43,0.0,Skirts,Skirts,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
2078,1,1,52.0,52,1.0,Skirts,Skirts,1,1,0,52,0,0,False,52.0,1.0,1.0,1.0,1
2079,11,3,39.36363636363637,433,0.45454545454545453,Sale,Sale,6,9,1,433,1,1,False,39.36363636363637,0.2727272727272727,0.5454545454545454,0.8181818181818182,0
2080,2,2,52.5,105,1.0,Skirts,Blouses,2,2,0,105,0,0,False,52.5,1.0,1.0,1.0,1
2081,2,2,35.5,71,0.0,Sale,Trousers,2,2,1,71,1,0,False,35.5,1.0,1.0,1.0,1
2082,4,2,46.25,185,0.5,Skirts,Skirts,4,4,0,185,0,0,False,46.25,0.5,1.0,1.0,1
2083,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2084,5,3,36.8,184,0.2,Sale,Sale,5,5,1,184,1,1,False,36.8,0.6,1.0,1.0,1
2085,5,2,48.0,240,0.6,Blouses,Trousers,4,5,0,240,0,0,False,48.0,0.4,0.8,1.0,1
2086,4,2,50.0,200,0.5,Trousers,Trousers,4,4,0,200,0,0,False,50.0,0.5,1.0,1.0,1
2087,17,4,43.705882352941174,743,0.5882352941176471,Sale,Trousers,8,17,1,743,1,1,False,43.705882352941174,0.23529411764705882,0.47058823529411764,1.0,0
2088,5,3,38.8,194,0.4,Sale,Blouses,3,5,1,194,1,0,False,38.8,0.6,0.6,1.0,1
2089,14,4,48.285714285714285,676,0.6428571428571429,Skirts,Trousers,8,14,1,676,1,1,False,48.285714285714285,0.2857142857142857,0.5714285714285714,1.0,0
2090,6,1,42.5,255,1.0,Sale,Sale,2,5,1,255,1,0,False,42.5,0.16666666666666666,0.3333333333333333,0.8333333333333334,0
2091,5,2,45.6,228,1.0,Skirts,Skirts,4,4,1,228,1,0,False,45.6,0.4,0.8,0.8,1
2092,17,4,47.588235294117645,809,0.7647058823529411,Blouses,Blouses,8,13,1,809,1,1,False,47.588235294117645,0.23529411764705882,0.47058823529411764,0.7647058823529411,0
2093,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2094,2,1,57.0,114,1.0,Skirts,Skirts,2,2,0,114,0,0,False,57.0,0.5,1.0,1.0,1
2095,4,3,45.25,181,0.5,Skirts,Trousers,4,4,0,181,0,0,False,45.25,0.75,1.0,1.0,1
2096,2,2,30.5,61,0.0,Sale,Trousers,2,2,1,61,1,0,False,30.5,1.0,1.0,1.0,1
2097,3,1,38.0,114,1.0,Sale,Sale,1,1,1,114,1,0,False,38.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
2099,1,1,52.0,52,1.0,Skirts,Skirts,1,1,0,52,0,0,False,52.0,1.0,1.0,1.0,1
2100,4,3,45.25,181,0.75,Sale,Trousers,3,4,1,181,1,0,False,45.25,0.75,0.75,1.0,1
2101,1,1,72.0,72,1.0,Trousers,Trousers,1,1,0,72,0,0,False,72.0,1.0,1.0,1.0,1
2102,2,1,33.0,66,0.5,Sale,Sale,2,2,1,66,1,0,False,33.0,0.5,1.0,1.0,1
2103,12,4,44.416666666666664,533,0.5,Trousers,Sale,7,11,1,533,1,1,False,44.416666666666664,0.3333333333333333,0.5833333333333334,0.9166666666666666,0
2104,12,3,37.333333333333336,448,0.25,Trousers,Blouses,8,12,0,448,0,1,False,37.333333333333336,0.25,0.6666666666666666,1.0,0
2105,1,1,62.0,62,1.0,Skirts,Skirts,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
2106,3,1,39.666666666666664,119,0.6666666666666666,Sale,Sale,3,3,1,119,1,0,False,39.666666666666664,0.3333333333333333,1.0,1.0,1
2107,1,1,62.0,62,1.0,Trousers,Trousers,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
2109,10,4,40.0,400,0.4,Trousers,Blouses,8,10,1,400,1,1,False,40.0,0.4,0.8,1.0,0
2110,3,1,41.333333333333336,124,0.6666666666666666,Blouses,Blouses,1,3,0,124,0,0,False,41.333333333333336,0.3333333333333333,0.3333333333333333,1.0,1
2111,7,2,39.857142857142854,279,0.2857142857142857,Blouses,Skirts,3,5,0,279,0,0,False,39.857142857142854,0.2857142857142857,0.42857142857142855,0.7142857142857143,0
2112,1,1,43.0,43,0.0,Trousers,Trousers,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
2113,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2114,2,1,52.5,105,0.5,Skirts,Skirts,2,2,0,105,0,0,False,52.5,0.5,1.0,1.0,1
2115,2,1,33.0,66,0.0,Trousers,Trousers,1,1,0,66,0,0,False,33.0,0.5,0.5,0.5,1
2116,1,1,43.0,43,0.0,Trousers,Trousers,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
2117,2,1,43.0,86,1.0,Blouses,Blouses,2,2,0,86,0,0,False,43.0,0.5,1.0,1.0,1
2118,1,1,28.0,28,0.0,Blouses,Blouses,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
2119,21,2,49.38095238095238,1037,0.5238095238095238,Trousers,Trousers,11,21,0,1037,0,1,False,49.38095238095238,0.09523809523809523,0.5238095238095238,1.0,0
2120,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2121,5,2,49.0,245,0.6,Blouses,Trousers,4,5,0,245,0,0,False,49.0,0.4,0.8,1.0,1
2122,2,2,50.0,100,0.5,Skirts,Trousers,2,2,0,100,0,0,False,50.0,1.0,1.0,1.0,1
2123,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
2124,1,1,33.0,33,0.0,Sale,Sale,1,1,1,33,1,0,False,33.0,1.0,1.0,1.0,1
2125,2,1,33.0,66,0.0,Sale,Sale,1,2,1,66,1,0,False,33.0,0.5,0.5,1.0,1
2126,1,1,82.0,82,1.0,Trousers,Trousers,1,1,0,82,0,0,False,82.0,1.0,1.0,1.0,1
2127,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2128,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2129,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2130,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2131,1,1,20.0,20,0.0,Blouses,Blouses,1,1,0,20,0,0,False,20.0,1.0,1.0,1.0,1
2132,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2133,1,1,33.0,33,0.0,Sale,Sale,1,1,1,33,1,0,False,33.0,1.0,1.0,1.0,1
2134,4,2,31.25,125,0.0,Blouses,Trousers,4,4,0,125,0,0,False,31.25,0.5,1.0,1.0,1
2135,17,3,49.1764705882353,836,0.6470588235294118,Blouses,Blouses,9,16,0,836,0,1,False,49.1764705882353,0.17647058823529413,0.5294117647058824,0.9411764705882353,0
2136,10,4,47.7,477,0.7,Trousers,Blouses,4,10,1,477,1,1,False,47.7,0.4,0.4,1.0,0
2137,9,2,35.22222222222222,317,0.3333333333333333,Sale,Sale,4,9,1,317,1,0,False,35.22222222222222,0.2222222222222222,0.4444444444444444,1.0,0
2138,4,3,37.75,151,0.25,Blouses,Sale,4,4,1,151,1,0,False,37.75,0.75,1.0,1.0,1
2139,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2140,1,1,52.0,52,1.0,Skirts,Skirts,1,1,0,52,0,0,False,52.0,1.0,1.0,1.0,1
2141,1,1,67.0,67,1.0,Skirts,Skirts,1,1,0,67,0,0,False,67.0,1.0,1.0,1.0,1
2142,23,3,38.34782608695652,882,0.43478260869565216,Sale,Sale,9,23,1,882,1,1,False,38.34782608695652,0.13043478260869565,0.391304347826087,1.0,0
2143,3,2,51.0,153,1.0,Blouses,Skirts,3,3,0,153,0,0,False,51.0,0.6666666666666666,1.0,1.0,1
2144,1,1,43.0,43,0.0,Trousers,Trousers,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
2145,5,2,38.0,190,0.4,Blouses,Sale,1,3,1,190,1,0,False,38.0,0.4,0.2,0.6,0
2146,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2147,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2148,3,1,38.0,114,0.0,Trousers,Trousers,2,2,0,114,0,0,False,38.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
2149,2,1,52.0,104,1.0,Skirts,Skirts,1,1,0,104,0,0,False,52.0,0.5,0.5,0.5,1
2150,3,2,41.333333333333336,124,0.3333333333333333,Blouses,Blouses,3,3,0,124,0,0,False,41.333333333333336,0.6666666666666666,1.0,1.0,1
2151,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2152,9,2,50.44444444444444,454,0.6666666666666666,Trousers,Skirts,4,7,0,454,0,0,False,50.44444444444444,0.2222222222222222,0.4444444444444444,0.7777777777777778,0
2153,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
2154,14,2,44.92857142857143,629,0.35714285714285715,Sale,Trousers,3,11,1,629,1,1,False,44.92857142857143,0.14285714285714285,0.21428571428571427,0.7857142857142857,0
2155,10,4,42.3,423,0.6,Blouses,Sale,6,10,1,423,1,1,False,42.3,0.4,0.6,1.0,0
2156,10,4,46.1,461,0.7,Skirts,Sale,7,10,1,461,1,1,False,46.1,0.4,0.7,1.0,0
2157,1,1,28.0,28,0.0,Trousers,Trousers,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
2158,1,1,57.0,57,1.0,Blouses,Blouses,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2159,2,2,45.0,90,0.5,Trousers,Skirts,2,2,0,90,0,0,False,45.0,1.0,1.0,1.0,1
2161,7,3,44.0,308,0.5714285714285714,Skirts,Skirts,7,7,1,308,1,1,False,44.0,0.42857142857142855,1.0,1.0,0
2162,1,1,43.0,43,1.0,Blouses,Blouses,1,1,0,43,0,0,False,43.0,1.0,1.0,1.0,1
2163,2,1,52.5,105,0.5,Trousers,Trousers,2,2,0,105,0,0,False,52.5,0.5,1.0,1.0,1
2164,4,2,59.5,238,1.0,Trousers,Skirts,2,3,0,238,0,0,False,59.5,0.5,0.5,0.75,1
2165,5,2,55.2,276,1.0,Skirts,Blouses,2,3,0,276,0,0,False,55.2,0.4,0.4,0.6,0
2166,14,2,41.57142857142857,582,0.2857142857142857,Trousers,Trousers,6,12,1,582,1,1,False,41.57142857142857,0.14285714285714285,0.42857142857142855,0.8571428571428571,0
2167,5,1,38.0,190,0.0,Blouses,Blouses,2,2,0,190,0,0,False,38.0,0.2,0.4,0.4,0
2168,21,2,52.142857142857146,1095,0.7142857142857143,Skirts,Skirts,8,16,1,1095,1,1,False,52.142857142857146,0.09523809523809523,0.38095238095238093,0.7619047619047619,0
2169,1,1,38.0,38,1.0,Sale,Sale,1,1,1,38,1,0,False,38.0,1.0,1.0,1.0,1
2170,3,3,39.666666666666664,119,0.3333333333333333,Trousers,Blouses,2,3,0,119,0,0,False,39.666666666666664,1.0,0.6666666666666666,1.0,1
2171,2,1,38.0,76,0.5,Sale,Sale,2,2,1,76,1,0,False,38.0,0.5,1.0,1.0,1
2172,9,2,55.22222222222222,497,0.7777777777777778,Trousers,Trousers,5,8,0,497,0,1,False,55.22222222222222,0.2222222222222222,0.5555555555555556,0.8888888888888888,0
2173,4,1,50.0,200,0.5,Skirts,Skirts,3,4,0,200,0,0,False,50.0,0.25,0.75,1.0,1
2174,9,2,40.77777777777778,367,0.5555555555555556,Blouses,Blouses,5,9,1,367,1,1,False,40.77777777777778,0.2222222222222222,0.5555555555555556,1.0,0
2175,2,1,50.0,100,0.5,Trousers,Trousers,2,2,0,100,0,0,False,50.0,0.5,1.0,1.0,1
2176,4,2,57.25,229,1.0,Blouses,Sale,3,4,1,229,1,0,False,57.25,0.5,0.75,1.0,1
2177,1,1,23.0,23,0.0,Sale,Sale,1,1,1,23,1,0,False,23.0,1.0,1.0,1.0,1
2178,3,1,68.66666666666667,206,1.0,Trousers,Trousers,1,3,0,206,0,0,False,68.66666666666667,0.3333333333333333,0.3333333333333333,1.0,1
2179,5,2,46.6,233,0.6,Skirts,Blouses,3,4,0,233,0,0,False,46.6,0.4,0.6,0.8,1
2180,5,2,47.8,239,0.6,Trousers,Sale,3,5,1,239,1,0,False,47.8,0.4,0.6,1.0,1
2181,6,1,49.333333333333336,296,0.3333333333333333,Trousers,Trousers,2,5,0,296,0,0,False,49.333333333333336,0.16666666666666666,0.3333333333333333,0.8333333333333334,0
2182,4,3,40.25,161,0.5,Blouses,Blouses,4,4,1,161,1,0,False,40.25,0.75,1.0,1.0,1
2183,25,4,42.24,1056,0.44,Blouses,Trousers,10,23,1,1056,1,1,False,42.24,0.16,0.4,0.92,0
2184,5,1,42.0,210,0.8,Blouses,Blouses,4,5,0,210,0,0,False,42.0,0.2,0.8,1.0,1
2185,4,1,42.75,171,0.25,Trousers,Trousers,3,4,0,171,0,0,False,42.75,0.25,0.75,1.0,1
2186,29,2,49.275862068965516,1429,0.6206896551724138,Trousers,Trousers,4,18,1,1429,1,1,False,49.275862068965516,0.06896551724137931,0.13793103448275862,0.6206896551724138,0
2187,2,1,62.0,124,1.0,Skirts,Skirts,2,2,0,124,0,0,False,62.0,0.5,1.0,1.0,1
2188,10,4,38.1,381,0.4,Blouses,Sale,6,6,1,381,1,1,False,38.1,0.4,0.6,0.6,0
2189,11,4,42.36363636363637,466,0.36363636363636365,Blouses,Trousers,4,8,1,466,1,1,False,42.36363636363637,0.36363636363636365,0.36363636363636365,0.7272727272727273,0
2190,3,2,46.0,138,0.6666666666666666,Skirts,Sale,2,3,1,138,1,0,False,46.0,0.6666666666666666,0.6666666666666666,1.0,1
2191,17,4,43.529411764705884,740,0.4117647058823529,Sale,Blouses,6,15,1,740,1,1,False,43.529411764705884,0.23529411764705882,0.35294117647058826,0.8823529411764706,0
2192,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2193,1,1,38.0,38,1.0,Sale,Sale,1,1,1,38,1,0,False,38.0,1.0,1.0,1.0,1
2194,5,2,40.8,204,0.6,Skirts,Sale,5,5,1,204,1,0,False,40.8,0.4,1.0,1.0,1
2195,4,2,42.75,171,0.75,Skirts,Sale,2,4,1,171,1,0,False,42.75,0.5,0.5,1.0,1
2196,2,1,57.0,114,1.0,Skirts,Skirts,2,2,0,114,0,0,False,57.0,0.5,1.0,1.0,1
2197,3,1,54.0,162,0.6666666666666666,Trousers,Trousers,3,3,0,162,0,0,False,54.0,0.3333333333333333,1.0,1.0,1
2198,5,2,37.0,185,0.2,Blouses,Blouses,3,5,0,185,0,0,False,37.0,0.4,0.6,1.0,1
2199,3,1,42.666666666666664,128,0.3333333333333333,Trousers,Trousers,3,3,0,128,0,0,False,42.666666666666664,0.3333333333333333,1.0,1.0,1
2200,10,1,44.4,444,0.4,Trousers,Trousers,4,9,0,444,0,0,False,44.4,0.1,0.4,0.9,0
2202,1,1,62.0,62,1.0,Trousers,Trousers,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
2203,7,3,44.857142857142854,314,0.5714285714285714,Blouses,Trousers,4,7,0,314,0,1,False,44.857142857142854,0.42857142857142855,0.5714285714285714,1.0,0
2204,17,2,36.588235294117645,622,0.35294117647058826,Blouses,Blouses,9,13,0,622,0,1,False,36.588235294117645,0.11764705882352941,0.5294117647058824,0.7647058823529411,0
2205,2,1,64.5,129,1.0,Skirts,Skirts,1,2,0,129,0,0,False,64.5,0.5,0.5,1.0,1
2206,25,3,41.68,1042,0.4,Trousers,Blouses,10,25,1,1042,1,1,False,41.68,0.12,0.4,1.0,0
2207,2,1,33.0,66,0.0,Sale,Sale,2,2,1,66,1,0,False,33.0,0.5,1.0,1.0,1
2208,5,2,52.6,263,0.6,Skirts,Skirts,2,4,1,263,1,0,False,52.6,0.4,0.4,0.8,1
2209,16,2,50.8125,813,0.625,Skirts,Skirts,7,14,0,813,0,1,False,50.8125,0.125,0.4375,0.875,0
2210,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2211,3,1,47.0,141,1.0,Sale,Sale,2,3,1,141,1,0,False,47.0,0.3333333333333333,0.6666666666666666,1.0,1
2213,10,4,43.4,434,0.5,Blouses,Sale,7,9,1,434,1,1,False,43.4,0.4,0.7,0.9,0
2214,4,2,40.25,161,0.25,Skirts,Skirts,4,4,0,161,0,0,False,40.25,0.5,1.0,1.0,1
2215,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2217,3,3,36.333333333333336,109,0.0,Skirts,Blouses,2,3,0,109,0,0,False,36.333333333333336,1.0,0.6666666666666666,1.0,1
2218,4,3,41.75,167,0.75,Blouses,Sale,4,4,1,167,1,0,False,41.75,0.75,1.0,1.0,1
2219,2,1,52.0,104,1.0,Skirts,Skirts,1,1,0,104,0,0,False,52.0,0.5,0.5,0.5,1
2220,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2221,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2222,7,3,47.0,329,0.5714285714285714,Trousers,Skirts,5,7,0,329,0,1,False,47.0,0.42857142857142855,0.7142857142857143,1.0,0
2223,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2224,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
2225,6,3,50.0,300,0.5,Skirts,Skirts,3,6,0,300,0,0,False,50.0,0.5,0.5,1.0,0
2226,3,1,42.0,126,0.3333333333333333,Trousers,Trousers,3,3,0,126,0,0,False,42.0,0.3333333333333333,1.0,1.0,1
2227,4,1,42.75,171,0.25,Trousers,Trousers,2,4,0,171,0,0,False,42.75,0.25,0.5,1.0,1
2228,40,4,40.75,1630,0.45,Sale,Sale,13,40,1,1630,1,1,False,40.75,0.1,0.325,1.0,0
2230,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2231,1,1,38.0,38,0.0,Trousers,Trousers,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2233,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2234,4,2,48.75,195,1.0,Skirts,Blouses,3,3,0,195,0,0,False,48.75,0.5,0.75,0.75,1
2235,1,1,57.0,57,1.0,Skirts,Skirts,1,1,0,57,0,0,False,57.0,1.0,1.0,1.0,1
2237,1,1,28.0,28,0.0,Blouses,Blouses,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
2238,3,1,54.0,162,0.6666666666666666,Trousers,Trousers,3,3,0,162,0,0,False,54.0,0.3333333333333333,1.0,1.0,1
2239,14,2,44.42857142857143,622,0.6428571428571429,Sale,Skirts,7,13,1,622,1,1,False,44.42857142857143,0.14285714285714285,0.5,0.9285714285714286,0
2240,2,1,72.0,144,1.0,Trousers,Trousers,1,2,0,144,0,0,False,72.0,0.5,0.5,1.0,1
2241,1,1,48.0,48,1.0,Blouses,Blouses,1,1,0,48,0,0,False,48.0,1.0,1.0,1.0,1
2242,2,1,50.0,100,0.5,Trousers,Trousers,1,2,0,100,0,0,False,50.0,0.5,0.5,1.0,1
2243,2,2,45.0,90,0.5,Skirts,Trousers,2,2,0,90,0,0,False,45.0,1.0,1.0,1.0,1
2244,9,4,38.44444444444444,346,0.4444444444444444,Blouses,Trousers,6,9,1,346,1,1,False,38.44444444444444,0.4444444444444444,0.6666666666666666,1.0,0
2245,5,1,39.0,195,0.4,Blouses,Blouses,3,5,0,195,0,0,False,39.0,0.2,0.6,1.0,1
2248,6,2,42.833333333333336,257,0.6666666666666666,Sale,Sale,5,6,1,257,1,0,False,42.833333333333336,0.3333333333333333,0.8333333333333334,1.0,1
2249,2,2,40.5,81,0.5,Trousers,Sale,1,2,1,81,1,0,False,40.5,1.0,0.5,1.0,1
2250,7,2,50.857142857142854,356,0.7142857142857143,Sale,Skirts,3,3,1,356,1,0,False,50.857142857142854,0.2857142857142857,0.42857142857142855,0.42857142857142855,0
2251,41,4,37.48780487804878,1537,0.36585365853658536,Sale,Sale,9,24,1,1537,1,1,False,37.48780487804878,0.0975609756097561,0.21951219512195122,0.5853658536585366,0
2252,4,3,55.0,220,0.75,Skirts,Blouses,3,4,0,220,0,0,False,55.0,0.75,0.75,1.0,1
2253,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
2254,2,1,35.5,71,0.0,Trousers,Trousers,2,2,0,71,0,0,False,35.5,0.5,1.0,1.0,1
2255,10,4,39.8,398,0.3,Skirts,Skirts,8,10,1,398,1,1,False,39.8,0.4,0.8,1.0,0
2256,3,2,39.666666666666664,119,0.6666666666666666,Trousers,Sale,1,2,1,119,1,0,False,39.666666666666664,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
2257,17,4,40.05882352941177,681,0.29411764705882354,Trousers,Blouses,8,15,1,681,1,1,False,40.05882352941177,0.23529411764705882,0.47058823529411764,0.8823529411764706,0
2258,4,1,46.25,185,0.5,Skirts,Skirts,3,3,0,185,0,0,False,46.25,0.25,0.75,0.75,1
2259,3,2,34.666666666666664,104,0.0,Blouses,Trousers,2,3,0,104,0,0,False,34.666666666666664,0.6666666666666666,0.6666666666666666,1.0,1
2260,1,1,28.0,28,0.0,Sale,Sale,1,1,1,28,1,0,False,28.0,1.0,1.0,1.0,1
2261,3,1,62.0,186,1.0,Trousers,Trousers,1,1,0,186,0,0,False,62.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
2262,2,1,28.0,56,0.0,Sale,Sale,1,2,1,56,1,0,False,28.0,0.5,0.5,1.0,1
2263,3,2,46.0,138,0.3333333333333333,Skirts,Trousers,2,3,0,138,0,0,False,46.0,0.6666666666666666,0.6666666666666666,1.0,1
2264,1,1,62.0,62,1.0,Trousers,Trousers,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
2265,11,2,36.18181818181818,398,0.45454545454545453,Sale,Blouses,7,11,1,398,1,1,False,36.18181818181818,0.18181818181818182,0.6363636363636364,1.0,0
2266,1,1,62.0,62,1.0,Skirts,Skirts,1,1,0,62,0,0,False,62.0,1.0,1.0,1.0,1
2267,16,4,42.1875,675,0.3125,Trousers,Trousers,8,14,1,675,1,1,False,42.1875,0.25,0.5,0.875,0
2268,4,2,33.0,132,0.25,Blouses,Trousers,3,4,0,132,0,0,False,33.0,0.5,0.75,1.0,1
2269,3,2,54.333333333333336,163,1.0,Skirts,Blouses,3,3,0,163,0,0,False,54.333333333333336,0.6666666666666666,1.0,1.0,1
2270,3,2,46.0,138,0.6666666666666666,Sale,Skirts,2,3,1,138,1,0,False,46.0,0.6666666666666666,0.6666666666666666,1.0,1
2271,12,1,46.833333333333336,562,0.3333333333333333,Trousers,Trousers,5,11,0,562,0,0,False,46.833333333333336,0.08333333333333333,0.4166666666666667,0.9166666666666666,0
2272,1,1,38.0,38,0.0,Skirts,Skirts,1,1,0,38,0,0,False,38.0,1.0,1.0,1.0,1
2273,5,2,44.8,224,1.0,Sale,Blouses,3,5,1,224,1,0,False,44.8,0.4,0.6,1.0,1
2274,7,2,46.142857142857146,323,0.42857142857142855,Sale,Skirts,6,7,1,323,1,1,False,46.142857142857146,0.2857142857142857,0.8571428571428571,1.0,0
2275,1,1,28.0,28,0.0,Trousers,Trousers,1,1,0,28,0,0,False,28.0,1.0,1.0,1.0,1
2277,3,2,43.0,129,0.6666666666666666,Blouses,Trousers,3,3,0,129,0,0,False,43.0,0.6666666666666666,1.0,1.0,1
2278,4,1,60.75,243,1.0,Skirts,Skirts,3,4,0,243,0,0,False,60.75,0.25,0.75,1.0,1
2279,7,1,50.42857142857143,353,0.42857142857142855,Skirts,Skirts,6,7,0,353,0,0,False,50.42857142857143,0.14285714285714285,0.8571428571428571,1.0,1
2280,15,1,37.13333333333333,557,0.4666666666666667,Blouses,Blouses,6,13,0,557,0,1,False,37.13333333333333,0.06666666666666667,0.4,0.8666666666666667,0
2281,3,1,44.333333333333336,133,0.3333333333333333,Skirts,Skirts,2,2,0,133,0,0,False,44.333333333333336,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
2282,16,2,41.25,660,0.75,Sale,Sale,10,16,1,660,1,1,False,41.25,0.125,0.625,1.0,0
2283,1,1,33.0,33,0.0,Trousers,Trousers,1,1,0,33,0,0,False,33.0,1.0,1.0,1.0,1
2284,4,1,46.5,186,0.25,Skirts,Skirts,3,4,0,186,0,0,False,46.5,0.25,0.75,1.0,1
2285,7,2,41.57142857142857,291,0.5714285714285714,Sale,Blouses,5,5,1,291,1,0,False,41.57142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,0
2286,3,1,49.333333333333336,148,0.3333333333333333,Trousers,Trousers,2,3,0,148,0,0,False,49.333333333333336,0.3333333333333333,0.6666666666666666,1.0,1
2287,2,1,33.0,66,0.5,Sale,Sale,1,2,1,66,1,0,False,33.0,0.5,0.5,1.0,1
2288,7,2,41.57142857142857,291,0.2857142857142857,Blouses,Trousers,6,7,0,291,0,1,False,41.57142857142857,0.2857142857142857,0.8571428571428571,1.0,0
