YEAR,MONTH,DAY,COUNTRY,SESSION_ID,PAGE1,PAGE2,COLOUR,LOCATION,MODEL_PHOTOGRAPHY,PRICE,PRICE2,PAGE,converted,revenue
2008,8,23,France,6954,skirts,P095,brown,2,profile,106.14,2,3,0,0.0
2008,6,12,Italy,606,blouses,P265,gray,2,en face,67.24,1,2,0,0.0
2008,6,26,USA,7444,blouses,P107,black,4,profile,41.29,1,5,0,0.0
2008,8,6,India,5928,trousers,P163,blue,1,profile,140.54,2,1,0,0.0
2008,7,2,UK,2454,skirts,P159,beige,6,profile,63.15,1,3,0,0.0
2008,5,8,Sweden,3609,trousers,P234,red,2,en face,127.5,2,1,0,0.0
2008,4,14,UK,1484,trousers,P267,black,5,en face,68.93,1,1,0,0.0
2008,7,26,France,4519,sale,P015,navy blue,3,profile,95.72,1,1,0,0.0
2008,6,3,India,3038,skirts,P212,burgundy,5,en face,26.62,1,1,0,0.0
2008,7,24,USA,9352,trousers,P072,white,4,en face,69.16,1,1,1,189.11
2008,6,1,UK,7692,trousers,P166,red,5,profile,191.13,2,5,0,0.0
2008,6,2,Germany,4116,sale,P078,white,2,profile,175.9,2,5,0,0.0
2008,7,10,Italy,1427,sale,P125,black,5,en face,138.63,2,4,1,261.8
2008,6,16,Australia,497,skirts,P094,white,2,en face,11.92,1,2,0,0.0
2008,6,7,Sweden,3353,blouses,P083,brown,6,en face,60.32,1,5,0,0.0
2008,6,25,Sweden,8794,sale,P145,navy blue,2,en face,165.09,2,5,0,0.0
2008,8,7,France,759,trousers,P090,brown,6,profile,161.27,2,1,0,0.0
2008,5,24,India,838,sale,P123,violet,4,profile,93.8,1,5,1,173.24
2008,6,1,Germany,4327,sale,P194,white,4,en face,94.72,1,2,0,0.0
2008,5,17,UK,2128,skirts,P107,pink,6,profile,56.43,1,2,1,113.29
2008,6,16,Germany,1023,sale,P264,beige,1,profile,58.6,1,5,0,0.0
2008,5,20,Germany,8762,trousers,P010,pink,5,profile,150.27,2,3,0,0.0
2008,4,17,Italy,5614,sale,P205,green,5,en face,25.76,1,5,0,0.0
2008,7,21,Sweden,5581,blouses,P268,navy blue,1,en face,166.12,2,4,0,0.0
2008,7,11,Sweden,1058,blouses,P058,burgundy,1,profile,126.98,2,1,0,0.0
2008,6,2,UK,9542,blouses,P220,blue,2,en face,152.08,2,5,1,222.48
2008,7,24,India,6856,sale,P137,blue,4,profile,120.97,2,4,0,0.0
2008,7,5,Sweden,7349,sale,P080,gray,2,profile,73.44,1,1,0,0.0
2008,6,15,Sweden,9045,skirts,P044,brown,2,profile,80.55,1,5,0,0.0
2008,7,24,Australia,2129,trousers,P024,green,1,profile,170.67,2,3,0,0.0
2008,5,28,France,2767,skirts,P140,violet,6,profile,56.88,1,1,0,0.0
2008,8,11,Italy,2109,blouses,P226,beige,2,en face,45.69,1,5,0,0.0
2008,7,24,UK,3617,trousers,P153,red,6,profile,179.53,2,4,0,0.0
2008,6,17,Australia,1545,blouses,P120,pink,4,profile,85.58,1,1,0,0.0
2008,6,3,Sweden,6914,trousers,P147,black,5,en face,157.27,2,1,0,0.0
2008,5,7,France,1719,skirts,P061,red,6,profile,165.02,2,5,0,0.0
2008,6,22,Italy,7435,trousers,P135,navy blue,3,profile,196.94,2,2,0,0.0
2008,5,27,UK,7365,trousers,P030,navy blue,5,en face,111.61,2,1,0,0.0
2008,8,14,UK,6235,skirts,P067,burgundy,3,profile,64.46,1,4,0,0.0
2008,4,28,UK,725,skirts,P042,green,3,en face,110.39,2,1,0,0.0
2008,6,2,UK,6673,sale,P247,burgundy,1,en face,54.47,1,5,0,0.0
2008,8,23,Australia,8029,sale,P078,black,3,en face,187.2,2,3,0,0.0
2008,6,4,Australia,5492,blouses,P075,pink,6,profile,20.61,1,2,0,0.0
2008,8,8,Germany,1128,skirts,P101,gray,1,profile,57.21,1,2,0,0.0
2008,7,21,USA,2957,sale,P095,burgundy,3,profile,177.4,2,1,0,0.0
2008,8,4,Germany,5156,skirts,P219,red,3,en face,31.44,1,4,0,0.0
2008,6,2,UK,4817,trousers,P211,beige,3,profile,41.73,1,5,0,0.0
2008,7,20,France,6202,trousers,P200,red,2,profile,83.48,1,5,1,144.09
2008,4,1,UK,6224,skirts,P242,burgundy,6,en face,34.31,1,1,0,0.0
2008,6,28,India,8686,skirts,P272,green,5,en face,196.44,2,2,0,0.0
2008,8,16,Germany,7114,blouses,P042,gray,4,en face,161.43,2,4,0,0.0
2008,5,3,USA,5275,blouses,P202,olive,4,en face,100.86,1,2,1,241.87
2008,4,19,USA,8536,skirts,P010,green,6,en face,162.95,2,1,1,220.25
2008,7,26,USA,3044,trousers,P172,gray,3,profile,198.62,2,1,0,0.0
2008,4,28,USA,6912,skirts,P010,pink,4,profile,138.9,2,2,0,0.0
2008,7,25,Germany,150,skirts,P217,white,6,profile,129.48,2,1,0,0.0
2008,8,1,Sweden,7574,skirts,P274,beige,2,profile,77.17,1,3,0,0.0
2008,5,14,Australia,4206,skirts,P138,blue,5,en face,79.8,1,3,0,0.0
2008,5,19,Italy,5493,sale,P017,beige,1,en face,123.67,2,1,0,0.0
2008,4,7,Germany,2690,skirts,P016,navy blue,5,profile,133.14,2,3,0,0.0
2008,5,25,India,4221,skirts,P279,navy blue,6,profile,194.94,2,2,0,0.0
2008,6,6,USA,9102,sale,P075,blue,3,profile,199.13,2,3,1,426.41
2008,8,13,Germany,842,skirts,P039,violet,2,profile,22.54,1,2,0,0.0
2008,4,8,India,8137,blouses,P269,red,1,profile,190.01,2,3,0,0.0
2008,8,13,Sweden,6438,blouses,P046,burgundy,4,en face,72.1,1,3,0,0.0
2008,7,21,Sweden,9700,trousers,P222,beige,1,en face,11.39,1,3,0,0.0
2008,8,3,Italy,6200,trousers,P242,red,6,en face,77.19,1,2,0,0.0
2008,6,26,India,2795,sale,P008,gray,6,profile,47.87,1,4,0,0.0
2008,6,2,Germany,7626,blouses,P078,gray,2,profile,10.46,1,1,0,0.0
2008,5,20,USA,8475,skirts,P134,black,2,en face,175.45,2,1,0,0.0
2008,8,14,India,7890,trousers,P224,gray,1,en face,86.33,1,3,0,0.0
2008,6,28,UK,6608,skirts,P149,navy blue,3,en face,64.58,1,4,0,0.0
2008,6,26,France,9195,sale,P088,burgundy,3,profile,113.1,2,1,0,0.0
2008,8,6,UK,8248,sale,P171,brown,5,profile,121.66,2,2,0,0.0
2008,8,15,France,1393,skirts,P296,brown,6,en face,182.58,2,5,0,0.0
2008,7,27,France,1922,skirts,P075,pink,1,profile,173.44,2,3,0,0.0
2008,5,2,India,7019,trousers,P232,black,2,profile,49.35,1,5,0,0.0
2008,5,10,UK,3622,sale,P053,blue,6,profile,22.9,1,4,0,0.0
2008,8,7,France,4849,sale,P250,red,2,profile,36.8,1,5,0,0.0
2008,6,4,Italy,2292,blouses,P029,gray,2,en face,187.25,2,1,0,0.0
2008,4,13,Germany,2134,sale,P025,navy blue,6,profile,106.9,2,3,0,0.0
2008,6,10,India,551,skirts,P174,gray,3,profile,65.0,1,2,0,0.0
2008,5,21,Italy,1741,skirts,P271,pink,3,profile,119.67,2,1,1,346.77
2008,6,27,USA,5290,sale,P228,blue,4,en face,133.25,2,4,0,0.0
2008,8,14,Italy,1818,skirts,P066,green,4,en face,132.97,2,3,0,0.0
2008,7,8,Australia,4699,sale,P027,red,5,en face,38.18,1,4,0,0.0
2008,6,12,India,5182,trousers,P293,gray,6,profile,116.49,2,4,1,305.51
2008,7,4,UK,3019,blouses,P104,brown,4,en face,123.15,2,4,0,0.0
2008,8,3,Sweden,18,trousers,P080,navy blue,2,profile,125.42,2,5,0,0.0
2008,7,10,Australia,1771,skirts,P260,violet,4,profile,136.64,2,2,0,0.0
2008,7,10,Italy,1889,trousers,P150,blue,6,en face,131.34,2,3,1,362.94
2008,8,3,USA,2153,trousers,P252,white,5,en face,30.08,1,4,1,66.21
2008,6,9,UK,1643,sale,P080,brown,4,profile,44.49,1,5,0,0.0
2008,4,15,France,7847,skirts,P158,pink,4,en face,25.54,1,4,0,0.0
2008,6,20,Australia,4194,sale,P101,green,4,en face,115.0,2,4,0,0.0
2008,8,8,Sweden,9433,skirts,P271,violet,4,profile,51.17,1,3,0,0.0
2008,4,20,Sweden,8899,trousers,P269,blue,4,en face,45.38,1,5,0,0.0
2008,8,9,Sweden,534,blouses,P237,gray,4,profile,91.07,1,4,0,0.0
2008,7,18,Australia,133,trousers,P030,red,6,profile,36.58,1,5,0,0.0
2008,6,8,USA,7723,blouses,P037,red,2,en face,43.64,1,1,1,114.65
2008,6,13,Germany,8459,skirts,P196,green,4,en face,151.31,2,4,0,0.0
2008,6,7,Germany,965,skirts,P195,gray,6,en face,181.05,2,2,1,256.06
2008,5,27,Germany,8720,blouses,P287,blue,3,profile,160.26,2,1,0,0.0
2008,5,19,Sweden,6413,trousers,P155,blue,6,en face,130.78,2,2,0,0.0
2008,5,28,India,8286,blouses,P262,olive,6,profile,190.83,2,4,0,0.0
2008,6,8,India,7854,sale,P245,navy blue,6,profile,199.94,2,3,0,0.0
2008,5,9,Australia,1096,blouses,P109,blue,3,en face,178.08,2,3,0,0.0
2008,8,19,Sweden,6930,trousers,P299,olive,4,profile,193.49,2,3,0,0.0
2008,5,14,UK,9255,blouses,P127,white,5,profile,68.95,1,3,0,0.0
2008,5,7,Italy,1562,skirts,P032,black,1,profile,187.8,2,3,0,0.0
2008,6,17,Australia,1671,skirts,P247,pink,4,en face,92.51,1,5,0,0.0
2008,7,15,USA,6088,sale,P242,green,2,profile,120.68,2,5,0,0.0
2008,6,22,USA,6670,skirts,P273,white,1,en face,184.91,2,4,0,0.0
2008,7,17,UK,5934,skirts,P105,pink,2,en face,99.27,1,5,1,163.91
2008,7,4,Germany,8830,skirts,P128,navy blue,4,en face,108.33,2,3,0,0.0
2008,6,20,Italy,7946,blouses,P198,navy blue,1,en face,57.62,1,5,0,0.0
2008,8,26,Sweden,3509,skirts,P009,green,2,en face,158.92,2,3,0,0.0
2008,5,1,France,2003,trousers,P165,pink,1,profile,175.02,2,4,0,0.0
2008,7,18,UK,5867,skirts,P283,red,3,en face,148.32,2,3,0,0.0
2008,4,27,UK,169,blouses,P080,green,2,en face,90.56,1,2,0,0.0
2008,4,16,France,2589,sale,P246,white,2,profile,137.61,2,2,0,0.0
2008,7,20,USA,5906,blouses,P002,burgundy,1,profile,67.05,1,5,0,0.0
2008,6,10,France,9530,sale,P015,black,1,profile,57.36,1,5,0,0.0
2008,6,22,USA,6385,trousers,P211,gray,4,en face,133.34,2,5,0,0.0
2008,5,5,Germany,7825,trousers,P096,white,1,en face,151.39,2,1,0,0.0
2008,6,18,USA,9780,skirts,P066,violet,2,en face,60.47,1,3,0,0.0
2008,6,17,France,4630,sale,P153,olive,5,en face,113.93,2,5,1,221.85
2008,7,1,France,8561,sale,P057,beige,5,profile,159.3,2,3,0,0.0
2008,8,2,France,9292,sale,P122,red,6,en face,24.68,1,1,0,0.0
2008,5,27,USA,6875,sale,P078,blue,6,en face,129.08,2,1,0,0.0
2008,8,25,USA,6522,blouses,P031,blue,3,profile,156.99,2,4,0,0.0
2008,8,3,France,8980,skirts,P213,blue,1,profile,72.68,1,3,0,0.0
2008,5,8,USA,6648,blouses,P055,red,1,profile,68.48,1,4,0,0.0
2008,6,26,UK,9826,blouses,P014,blue,6,en face,106.48,2,4,0,0.0
2008,6,19,Italy,211,trousers,P172,gray,3,profile,57.69,1,4,0,0.0
2008,4,11,USA,5279,skirts,P121,brown,3,en face,51.31,1,5,0,0.0
2008,7,12,France,1920,skirts,P051,black,5,en face,27.19,1,2,0,0.0
2008,5,23,France,719,trousers,P281,navy blue,3,profile,197.87,2,5,0,0.0
2008,6,26,France,4869,blouses,P033,violet,5,en face,16.94,1,2,0,0.0
2008,6,23,Australia,7835,sale,P274,blue,2,profile,103.83,1,1,0,0.0
2008,7,22,France,1299,trousers,P235,black,2,profile,35.48,1,2,0,0.0
2008,6,20,Germany,9194,blouses,P139,pink,4,profile,55.24,1,2,0,0.0
2008,4,28,Italy,4618,blouses,P090,gray,3,en face,193.31,2,5,0,0.0
2008,8,12,Italy,3129,sale,P126,pink,6,en face,57.2,1,1,1,64.63
2008,8,1,UK,9796,skirts,P059,burgundy,4,profile,88.05,1,4,0,0.0
2008,7,18,India,3980,trousers,P017,beige,3,en face,56.68,1,3,0,0.0
2008,7,28,India,9925,blouses,P228,black,4,en face,50.64,1,3,0,0.0
2008,7,15,Germany,8318,skirts,P051,olive,4,profile,129.2,2,5,1,237.52
2008,5,22,Australia,4394,sale,P040,red,1,en face,36.28,1,1,0,0.0
2008,5,10,Italy,1288,blouses,P142,beige,4,en face,45.79,1,1,0,0.0
2008,4,4,Germany,4356,skirts,P271,olive,1,profile,172.96,2,1,0,0.0
2008,4,4,France,7014,blouses,P042,gray,6,profile,170.81,2,5,0,0.0
2008,6,15,USA,3886,blouses,P158,pink,6,en face,43.36,1,1,0,0.0
2008,5,8,Sweden,5750,trousers,P121,olive,4,profile,90.95,1,2,0,0.0
2008,7,20,Italy,9170,blouses,P178,blue,6,profile,133.09,2,5,0,0.0
2008,4,9,Italy,2408,sale,P179,violet,4,en face,78.96,1,5,1,212.31
2008,5,2,Germany,2014,skirts,P130,violet,1,profile,177.24,2,5,0,0.0
2008,4,6,UK,5154,sale,P005,white,4,profile,64.55,1,2,0,0.0
2008,8,19,UK,8552,blouses,P107,green,3,profile,113.61,2,4,0,0.0
2008,5,16,Australia,4377,blouses,P261,green,5,profile,140.84,2,1,1,200.51
2008,7,1,Australia,8823,trousers,P272,pink,4,en face,110.36,2,3,0,0.0
2008,4,21,India,4274,blouses,P044,brown,5,profile,115.61,2,5,0,0.0
2008,6,13,India,5826,blouses,P210,pink,1,en face,57.77,1,1,0,0.0
2008,4,14,India,6700,blouses,P288,violet,6,profile,33.77,1,3,0,0.0
2008,8,10,UK,7244,skirts,P069,burgundy,1,profile,181.41,2,5,0,0.0
2008,5,10,India,450,trousers,P159,white,1,en face,148.45,2,2,0,0.0
2008,4,21,India,2228,skirts,P219,navy blue,1,en face,92.97,1,4,1,243.32
2008,4,23,Australia,5757,sale,P175,navy blue,1,en face,178.79,2,1,0,0.0
2008,7,13,India,811,skirts,P135,burgundy,1,en face,81.73,1,5,0,0.0
2008,4,26,India,4181,trousers,P144,black,2,en face,157.26,2,5,0,0.0
2008,6,16,Australia,9001,sale,P242,beige,4,profile,109.14,2,2,0,0.0
2008,5,25,India,5439,blouses,P297,green,1,profile,158.54,2,1,0,0.0
2008,8,13,France,7534,blouses,P056,white,6,profile,170.22,2,1,0,0.0
2008,4,26,Australia,6370,sale,P166,violet,1,en face,96.65,1,3,0,0.0
2008,7,1,France,8417,trousers,P047,beige,6,en face,187.19,2,4,0,0.0
2008,8,13,India,1478,trousers,P095,burgundy,1,en face,175.75,2,2,0,0.0
2008,5,13,Italy,1791,skirts,P140,white,4,profile,142.91,2,1,0,0.0
2008,5,27,Germany,2009,sale,P132,violet,1,profile,72.57,1,3,0,0.0
2008,5,16,Sweden,683,trousers,P240,gray,5,profile,72.69,1,5,0,0.0
2008,7,2,UK,2817,skirts,P155,blue,5,profile,11.6,1,4,1,27.22
2008,4,9,India,9432,skirts,P132,navy blue,6,profile,143.18,2,4,0,0.0
2008,6,20,Italy,3775,sale,P145,black,3,en face,153.02,2,4,0,0.0
2008,8,9,France,6496,trousers,P003,blue,5,en face,174.31,2,3,0,0.0
2008,7,27,Germany,8879,sale,P029,red,3,en face,72.48,1,1,0,0.0
2008,6,15,Sweden,7362,skirts,P236,white,2,profile,144.51,2,1,0,0.0
2008,4,5,Italy,8367,blouses,P178,black,2,profile,75.96,1,5,0,0.0
2008,6,26,Australia,7475,skirts,P262,burgundy,4,en face,42.51,1,4,0,0.0
2008,5,11,Sweden,47,blouses,P148,burgundy,1,en face,143.78,2,4,0,0.0
2008,6,22,France,31,skirts,P269,white,4,profile,187.74,2,1,0,0.0
2008,4,4,Sweden,8251,sale,P038,violet,5,en face,196.75,2,2,1,262.49
2008,7,15,Italy,6936,trousers,P007,navy blue,4,en face,22.43,1,3,0,0.0
2008,4,20,Italy,1469,blouses,P218,white,3,profile,168.02,2,4,1,297.22
2008,8,25,France,1666,skirts,P280,white,5,profile,193.43,2,1,0,0.0
2008,4,6,Australia,1417,sale,P268,brown,4,profile,146.21,2,5,1,438.04
2008,5,25,Sweden,6481,skirts,P113,red,2,profile,136.72,2,5,0,0.0
2008,4,7,France,4853,sale,P089,brown,5,en face,134.59,2,4,0,0.0
2008,4,11,USA,2471,trousers,P298,red,3,profile,131.81,2,5,1,165.1
2008,6,11,UK,4374,sale,P163,violet,2,profile,88.61,1,5,0,0.0
2008,5,14,Germany,8525,blouses,P198,beige,1,profile,57.87,1,2,0,0.0
2008,7,20,Germany,430,skirts,P085,burgundy,2,en face,12.99,1,4,0,0.0
2008,7,4,USA,5245,trousers,P141,olive,1,en face,56.16,1,3,0,0.0
2008,7,13,Italy,2120,sale,P141,olive,2,en face,168.7,2,5,0,0.0
2008,4,28,India,386,sale,P281,brown,1,en face,198.84,2,2,0,0.0
2008,4,1,UK,1946,trousers,P215,red,4,en face,51.91,1,3,0,0.0
2008,7,22,Italy,4225,sale,P175,beige,6,en face,37.85,1,3,0,0.0
2008,8,24,USA,474,skirts,P094,gray,2,en face,17.51,1,4,0,0.0
2008,5,2,India,2130,blouses,P281,violet,2,profile,70.68,1,2,0,0.0
2008,4,24,Sweden,6557,blouses,P158,white,3,profile,135.56,2,2,1,256.47
2008,5,13,UK,6999,blouses,P171,olive,5,profile,140.47,2,2,0,0.0
2008,6,21,Italy,1056,blouses,P029,navy blue,5,profile,159.53,2,5,0,0.0
2008,8,20,Sweden,3275,blouses,P244,beige,2,profile,154.16,2,3,0,0.0
2008,5,6,Germany,4962,blouses,P193,burgundy,2,en face,151.74,2,4,1,278.47
2008,4,19,Sweden,5364,sale,P279,black,5,en face,86.86,1,4,0,0.0
2008,6,12,Italy,5817,trousers,P010,red,4,en face,197.61,2,1,0,0.0
2008,5,3,Sweden,812,sale,P238,white,2,profile,170.9,2,4,0,0.0
2008,8,14,France,4574,skirts,P156,burgundy,6,en face,51.84,1,3,0,0.0
2008,5,18,UK,6138,blouses,P063,pink,4,profile,48.12,1,1,0,0.0
2008,5,15,India,2389,blouses,P106,brown,3,profile,64.84,1,2,1,137.54
2008,5,14,USA,9649,blouses,P097,navy blue,2,en face,58.85,1,5,0,0.0
2008,5,11,Sweden,6226,trousers,P007,white,4,profile,150.68,2,4,0,0.0
2008,6,11,UK,112,skirts,P008,olive,6,en face,39.52,1,5,0,0.0
2008,8,12,Sweden,8910,trousers,P130,white,1,en face,48.14,1,1,0,0.0
2008,7,22,Germany,1746,sale,P247,blue,6,en face,126.35,2,1,0,0.0
2008,7,12,Sweden,7852,blouses,P009,olive,2,profile,20.69,1,1,0,0.0
2008,6,20,India,1453,skirts,P207,gray,6,en face,192.6,2,2,0,0.0
2008,6,19,UK,320,trousers,P103,black,4,en face,20.49,1,5,0,0.0
2008,4,21,Germany,8594,blouses,P249,brown,5,en face,89.56,1,5,0,0.0
2008,7,2,USA,3334,trousers,P243,white,4,profile,178.4,2,5,0,0.0
2008,6,9,UK,1923,blouses,P127,navy blue,1,profile,39.67,1,5,0,0.0
2008,8,11,Germany,5866,sale,P239,red,1,profile,73.07,1,1,0,0.0
2008,4,9,France,9529,trousers,P143,black,1,en face,108.12,2,4,0,0.0
2008,8,16,India,3686,sale,P222,brown,6,profile,145.41,2,2,0,0.0
2008,7,3,UK,4276,trousers,P144,burgundy,2,profile,49.2,1,4,0,0.0
2008,5,28,Australia,4890,sale,P075,beige,5,en face,187.38,2,5,0,0.0
2008,6,12,Australia,5226,sale,P174,red,1,profile,130.87,2,2,0,0.0
2008,5,26,Italy,7473,blouses,P207,brown,6,en face,89.63,1,5,0,0.0
2008,6,22,France,3606,sale,P010,pink,1,en face,143.44,2,2,0,0.0
2008,4,14,France,1053,skirts,P221,blue,5,profile,124.32,2,2,0,0.0
2008,7,21,Australia,4157,skirts,P263,navy blue,1,en face,171.91,2,4,0,0.0
2008,6,2,Sweden,9677,skirts,P123,beige,3,profile,61.01,1,2,0,0.0
2008,4,20,Sweden,100,skirts,P056,burgundy,3,en face,90.21,1,4,0,0.0
2008,6,2,Italy,7509,trousers,P136,green,1,profile,170.95,2,3,1,399.21
2008,6,26,Germany,1457,sale,P295,beige,6,profile,172.9,2,1,0,0.0
2008,6,27,Italy,7689,trousers,P279,violet,2,en face,179.64,2,4,0,0.0
2008,5,15,Italy,4005,blouses,P243,beige,2,profile,111.76,2,3,0,0.0
2008,7,17,Sweden,6867,blouses,P209,pink,1,en face,60.96,1,5,0,0.0
2008,8,1,Sweden,4510,trousers,P037,pink,5,profile,133.15,2,4,1,353.13
2008,6,9,Germany,3300,blouses,P022,blue,1,profile,134.41,2,3,0,0.0
2008,5,21,USA,3800,blouses,P116,blue,3,en face,62.17,1,4,0,0.0
2008,5,12,Australia,4282,blouses,P121,gray,4,en face,160.74,2,3,0,0.0
2008,8,15,UK,9052,blouses,P179,green,3,en face,85.84,1,2,0,0.0
2008,5,1,Australia,6463,trousers,P089,red,4,en face,104.43,1,3,0,0.0
2008,6,18,USA,7913,blouses,P026,beige,4,en face,198.73,2,4,0,0.0
2008,4,12,Sweden,1415,trousers,P209,olive,6,profile,103.28,1,4,0,0.0
2008,4,7,Sweden,541,sale,P131,violet,3,profile,199.82,2,1,0,0.0
2008,6,23,France,5816,skirts,P283,gray,2,profile,79.23,1,2,0,0.0
2008,8,10,Germany,8200,trousers,P167,brown,5,profile,132.27,2,4,0,0.0
2008,4,24,Germany,3681,sale,P194,red,1,en face,177.47,2,5,1,306.75
2008,6,14,France,755,trousers,P161,white,5,profile,187.67,2,3,0,0.0
2008,6,26,Australia,4197,skirts,P250,gray,3,profile,12.0,1,4,0,0.0
2008,4,1,France,2651,blouses,P076,green,1,profile,77.61,1,3,0,0.0
2008,8,6,Australia,4523,sale,P209,beige,5,profile,94.04,1,4,0,0.0
2008,4,13,France,9520,sale,P264,navy blue,2,en face,38.86,1,5,0,0.0
2008,6,16,Australia,3119,trousers,P117,burgundy,5,en face,50.19,1,5,0,0.0
2008,5,15,UK,3729,sale,P089,white,1,profile,92.93,1,1,0,0.0
2008,7,1,Italy,3887,blouses,P056,pink,2,en face,41.66,1,5,0,0.0
2008,7,11,USA,7108,trousers,P208,violet,4,profile,133.0,2,2,1,316.98
2008,6,14,Sweden,8069,blouses,P100,green,2,profile,41.2,1,5,0,0.0
2008,8,8,Australia,7326,sale,P040,red,6,en face,146.21,2,2,0,0.0
2008,8,5,Australia,8484,blouses,P125,violet,3,en face,181.06,2,5,0,0.0
2008,4,8,Germany,8768,trousers,P230,white,5,en face,92.57,1,4,0,0.0
2008,8,28,Germany,6501,trousers,P177,white,5,en face,25.92,1,1,0,0.0
2008,6,6,Germany,8427,trousers,P277,green,5,profile,154.88,2,2,0,0.0
2008,7,7,France,7964,blouses,P099,burgundy,5,en face,145.65,2,4,0,0.0
2008,7,23,USA,602,trousers,P281,brown,5,en face,79.9,1,2,0,0.0
2008,8,12,Germany,9250,skirts,P186,gray,4,en face,152.66,2,4,0,0.0
2008,5,8,France,8920,skirts,P183,gray,1,profile,27.47,1,2,0,0.0
2008,5,13,UK,6815,skirts,P017,navy blue,6,en face,23.93,1,5,0,0.0
2008,5,19,Italy,5412,skirts,P106,olive,6,profile,181.13,2,2,0,0.0
2008,5,6,Italy,8748,trousers,P127,gray,1,profile,123.05,2,1,1,215.51
2008,4,14,USA,5523,blouses,P128,pink,6,en face,59.76,1,3,0,0.0
2008,6,11,Australia,1045,trousers,P094,olive,2,profile,142.62,2,3,1,305.06
2008,5,1,USA,7335,blouses,P062,navy blue,6,en face,95.54,1,4,0,0.0
2008,6,19,Germany,1558,sale,P204,burgundy,4,profile,128.33,2,3,0,0.0
2008,4,22,Italy,3740,sale,P005,navy blue,6,profile,191.83,2,2,0,0.0
2008,8,24,France,3523,skirts,P036,pink,2,en face,89.12,1,5,0,0.0
2008,4,26,Germany,181,blouses,P119,green,2,en face,111.35,2,2,1,301.09
2008,8,15,France,2116,skirts,P060,olive,1,profile,69.07,1,4,0,0.0
2008,7,3,Australia,1700,trousers,P253,white,5,profile,130.83,2,2,0,0.0
2008,5,14,Sweden,1380,blouses,P036,brown,6,en face,122.43,2,3,1,149.49
2008,5,10,UK,7230,trousers,P214,red,1,en face,144.0,2,4,0,0.0
2008,4,22,India,9144,skirts,P110,white,1,profile,15.22,1,1,0,0.0
2008,7,16,Germany,619,blouses,P069,navy blue,6,profile,197.54,2,4,0,0.0
2008,4,25,France,3182,sale,P141,olive,5,profile,137.83,2,4,0,0.0
2008,4,8,UK,9852,blouses,P036,burgundy,1,en face,53.99,1,1,0,0.0
2008,8,1,Sweden,1601,blouses,P294,beige,3,en face,182.24,2,3,0,0.0
2008,4,10,India,5964,sale,P198,burgundy,5,profile,190.99,2,4,1,295.06
2008,7,27,Australia,1616,trousers,P030,white,6,en face,186.88,2,2,0,0.0
2008,4,23,Germany,5921,skirts,P107,burgundy,6,en face,90.74,1,4,0,0.0
2008,5,8,France,9592,skirts,P222,red,4,en face,32.17,1,5,0,0.0
2008,6,2,France,3892,skirts,P178,burgundy,5,en face,94.78,1,3,0,0.0
2008,7,2,Australia,2084,skirts,P170,burgundy,3,profile,114.98,2,4,0,0.0
2008,4,20,Australia,4575,trousers,P117,pink,2,profile,94.3,1,3,0,0.0
2008,8,10,Germany,5595,skirts,P240,black,3,en face,107.73,2,2,0,0.0
2008,8,24,India,5122,sale,P068,burgundy,3,en face,116.25,2,5,0,0.0
2008,8,28,USA,4588,skirts,P299,red,2,en face,194.43,2,4,0,0.0
2008,6,11,Italy,4903,trousers,P026,white,4,profile,91.83,1,3,0,0.0
2008,4,12,UK,8253,trousers,P125,pink,3,profile,31.96,1,5,0,0.0
2008,7,9,Sweden,5917,sale,P023,white,1,profile,41.97,1,4,0,0.0
2008,6,25,USA,5130,trousers,P210,brown,2,en face,145.3,2,1,1,256.66
2008,7,5,France,8335,blouses,P211,burgundy,2,profile,46.29,1,5,0,0.0
2008,8,13,UK,1919,sale,P267,navy blue,2,en face,128.87,2,4,0,0.0
2008,6,26,India,8331,trousers,P229,green,3,en face,190.73,2,5,0,0.0
2008,8,15,Sweden,5708,blouses,P125,red,6,en face,30.28,1,1,0,0.0
2008,6,15,Italy,5385,sale,P140,violet,6,en face,178.28,2,3,0,0.0
2008,5,19,Sweden,6337,trousers,P137,blue,4,en face,188.75,2,4,1,436.45
2008,5,18,USA,2055,blouses,P069,pink,2,en face,198.46,2,2,0,0.0
2008,7,19,Germany,7613,skirts,P196,navy blue,5,profile,190.38,2,4,0,0.0
2008,6,6,Italy,9210,skirts,P172,olive,2,en face,166.06,2,2,0,0.0
2008,4,24,Sweden,3964,sale,P189,green,6,en face,39.23,1,3,0,0.0
2008,7,14,India,1127,trousers,P273,black,6,en face,103.19,1,4,0,0.0
2008,8,17,USA,3429,blouses,P037,violet,2,profile,190.64,2,4,0,0.0
2008,7,13,USA,4602,blouses,P082,violet,3,en face,160.47,2,3,0,0.0
2008,5,23,France,3722,trousers,P045,burgundy,6,en face,147.44,2,1,0,0.0
2008,5,16,France,2390,trousers,P051,pink,6,en face,13.76,1,1,0,0.0
2008,8,24,UK,1323,blouses,P051,gray,3,en face,138.65,2,3,1,206.29
2008,6,12,USA,1604,sale,P168,red,2,profile,191.59,2,2,0,0.0
2008,6,8,Sweden,7225,skirts,P274,red,1,profile,178.8,2,2,0,0.0
2008,4,20,USA,7426,blouses,P073,blue,2,en face,193.81,2,2,0,0.0
2008,6,23,France,4337,trousers,P028,beige,3,en face,167.93,2,4,0,0.0
